#samples	GA8877_human_CD4-m1_0_0.bed	GA8879_human_CD4-m1_0_0.bed	GA8878_human_CD4-m1_0_0.bed	GA8880_human_CD4-m1_0_0.bed
#allmappedreads	67201089	66375777	69211973	68546002
#normalizationreads	11358617	11009311	17336907	15653396
#arguments	/Program/Python_script/rpkmforgenes_update.py -a /Project/annotation/hg18/Genes/refGene.txt -i GA8877_human_CD4-m1_0_0.bed GA8879_human_CD4-m1_0_0.bed GA8878_human_CD4-m1_0_0.bed GA8880_human_CD4-m1_0_0.bed -o Human_CD4_stim_refGene_RPKM.txt -readcount -exonnorm	time:Thu May 12 11:57:21 2016	version:19 Oct 2012
#GeneSymbol	transcriptID	GA8877_RPKM	GA8879_RPKM	GA8878_RPKM	GA8880_RPKM	GA8877_CD4TCell	GA8879_CD4TCell	GA8878_Stim1	GA8880_Stim2
TLR2	NM_003264	1.37156394803	7.50260059213	0.576465000696	1.25814842368	53	281	34	67
TLR1	NM_003263	5.46575989599	5.19314206534	0.263011338857	0.156852775206	177	163	13	7
SEC62	NM_003262	14.6978222184	13.3866744258	10.2468485184	14.2202951413	1092	964	1162	1456
C3AR1	NM_004054	3.19731987778	1.06861407638	0.442560688815	0.849606782238	71	23	15	26
BYSL	NM_004053	12.0334547258	15.4277801078	26.0286472253	25.3288406178	272	338	898	789
SDHA	NM_004168	37.4413982327	37.4126753239	23.2749748948	18.0768157142	1016	984	964	676
C6orf136+DHX16	NM_145029+NM_001161376+NM_001109938+NM_003587+NM_001164239	33.0226395429	29.8077795985	39.1749076228	34.272994581	877	895	1718	1442
RPS6KB2	NM_003952	28.3515031893	32.4327390866	45.557747382	29.4515581827	570	632	1398	816
CA8	NM_004056	0.193237221959	0.438610255232	0.0	0.0560877037642	5	11	0	2
SOCS3	NM_003955	135.87838599	56.7077609007	72.4014810364	141.171477054	4215	1705	3428	6035
MAP3K14+MAP3K14-AS1	NR_024434+NR_024435+NM_003954	51.9053310087	58.0295451688	45.1305428989	64.8006655274	1136	1224	2484	2692
KCNK5	NM_003740	0.139633431126	0.0720318766793	8.85866192957	9.55809789493	6	3	581	566
PLS1	NM_001145319+NM_002670+NM_001172312	0.546542441747	0.381041795825	1.02750527535	1.2017932333	24	17	66	70
LSS	NM_001001438+NM_001145436+NM_002340+NM_001145437	5.16562996186	4.89356033507	2.23514974471	1.52716529073	246	216	165	101
CLCN1	NM_000083+NR_046453	0.0	0.0	0.01959916747	0.0	0	0	1	0
ERCC8	NM_000082	1.50751503981	1.77753809183	2.51152469179	1.37519146861	35	40	89	44
LYST	NM_000081	9.84598141639	7.9743590687	14.7764593305	21.1966541093	1507	1183	3452	4471
PROB1	NM_001161546	0.0	0.0	1.72100884289	1.43448917407	0	0	97	73
TMEM14C	NM_001165258+NM_016462	8.33104475195	6.03999260565	16.3255729002	4.89758585296	111	78	334	91
SCG3	NM_001165257+NM_013243	0.892011969517	0.139441505208	0.0	0.117686020118	33	5	0	6
SCRN3	NM_001193528+NM_024583	7.25235893675	6.8998124599	5.91993440177	6.8801361961	247	226	310	324
SAMD8	NM_001174156+NM_144660	11.9687183989	9.85734294812	13.6163870916	14.1576961488	931	748	1608	1512
NLRP14	NM_176822	0.0230287413876	0.0	0.0	0.0	1	0	0	0
NLRP10	NM_176821	0.0	0.0	0.0	0.0	0	0	0	0
RTN3	NM_201430+NR_049750+NR_049751+NM_001265589+NM_201429+NM_201428+NM_006054+NM_001265590+NM_001265591	13.5546124635	17.622966414	18.2446498684	20.9363507987	377	498	817	839
SGSM1	NM_001098497+NM_133454+NM_001039948+NM_001098498	0.830840478356	0.561077397689	0.0296913571254	0.328846403161	55	36	3	30
HMGXB3+TIGD6	NM_001243253+NM_030953+NM_014983	14.7778548451	13.8861395341	22.3834360471	21.9011849604	887	805	2070	1837
AUP1+HTRA2+LOXL3	NM_181575+NM_145074+NM_013247+NM_032603	76.1737396681	88.7859037284	106.649011592	105.429909187	1305	1516	2932	2566
TIPIN	NM_017858	2.54487382657	2.27080491231	35.9150712408	26.8012901512	37	32	797	537
SSH3	NM_017857	4.16028056017	4.82881378157	0.721506168144	1.44282597227	136	153	36	65
TMEM160	NM_017854	5.77965155414	7.62713100319	15.6749815879	10.8261256476	43	55	178	111
C1orf109	NM_017850	2.16826112222	2.54561569788	12.8586900773	12.125732858	58	66	525	447
CLCN3	NM_173872+NM_001243372+NM_001829+NM_001243374	10.1190818838	12.486646889	8.99343621944	12.2031277005	719	847	958	1180
C9orf53+CDKN2A	NR_024274+NM_058195+NM_058197+NM_001195132+NM_000077	0.305956136663	3.70904712003	0.271093462741	2.78327372076	4	47	4	44
SPAG11B	NM_058202+NM_058200+NM_058201+NM_016512+NM_058203+NM_058207+NM_058206	0.0	0.0	0.0	0.0	0	0	0	0
KRT73	NM_175068	3.62331635837	3.38035757525	0.0	0.0559403630363	94	85	0	2
TMEM182	NM_144632	0.80972212506	0.683519873272	0.819872045304	1.76268271019	33	27	51	99
RFTN2	NM_144629	0.311091442844	0.729458693323	0.259404348493	0.677214430256	11	25	14	33
SPDYE1	NM_175064	15.78055524	22.7251895459	8.271153927	11.1133880566	475	663	380	461
RASGEF1C	NM_175062	0.0	0.0	0.0	0.0	0	0	0	0
TICAM1	NM_182919	22.7051038148	23.1919090971	67.2584939851	71.206368912	702	695	3174	3034
ODF3L2	NM_182577	0.0	0.0	0.0	0.0	0	0	0	0
DNMT3B	NM_175849+NM_006892+NM_001207055+NM_175848+NM_001207056+NM_175850	0.666324819596	0.4328490446	0.210193564396	0.967014240665	27	17	13	54
TSACC	NM_144627	2.11293329109	0.605548037172	2.92247438754	9.96588855223	18	5	38	117
C12orf65	NM_152269+NM_001194995+NM_001143905	13.351662918	14.3695166582	19.2917417046	19.2953092895	233	256	507	512
C12orf23	NM_152261	14.0329111488	11.1080038453	9.7246876677	6.84538021552	537	412	568	361
SVOPL	NM_174959+NM_001139456	0.0	0.0645959338912	0.0	0.136294397499	0	1	0	3
PTK7	NM_152881+NM_002821+NR_072997+NR_072998+NM_152880+NM_152882+NM_001270398	0.487641206577	0.134202622964	1.04071081449	0.268666939437	21	5	65	15
UNG	NM_080911+NM_003362	4.05765779988	2.62178593228	31.561937775	14.9895171658	99	62	1044	504
N6AMT2	NM_174928	3.83655662424	1.0416536295	6.81316766844	8.93788433449	38	10	103	122
HSD3BP4	NR_033781	0.0	0.0104440837637	0.0331610956511	0.0	0	1	5	0
UBAC2+UBAC2-AS1	NR_036531+NR_036532+NM_001144072+NM_177967+NR_026644	13.8832832767	11.625740486	5.75328837195	10.6566249289	388	341	226	345
CDYL	NR_026590+NM_004824+NM_001143970+NM_001143971	17.9819831388	11.9003707794	14.3855808319	11.0866646127	663	428	804	559
MIR205+MIR205HG	NM_001104548+NR_029622	0.0989200880053	0.102058647744	0.0	0.0	1	1	0	0
ZSCAN26	NM_001111039+NM_001023560+NM_152736	13.359134614	6.39345001974	3.8501438236	7.20415467058	389	198	166	290
RRM2B	NM_001172478+NM_015713+NM_001172477	0.469375527918	0.423734486604	0.783574098735	0.727716286764	24	21	68	58
RNASE9	NM_001110359+NM_001110358+NM_001110360+NM_001110361+NM_001110356+NM_001110357+NM_001001673	0.0	0.0	0.0	0.0	0	0	0	0
AKT1S1	NM_001098633+NM_032375+NM_001098632	10.0420851398	5.18035128684	8.14424305526	8.80791161887	210	105	277	265
KRTAP20-3	NM_001128077	0.0	0.0	0.0	0.0	0	0	0	0
CCR2	NM_001123396+NM_001123041	0.0	0.0	0.0	0.0	0	0	0	0
TBC1D3+TBC1D3F	NM_001123391+NM_032258	3.0701589064	4.15208438255	1.14164807284	2.19770231144	76	97	42	73
SLC44A5	NM_001130058+NM_152697	0.22608854218	0.699785797323	0.0296252746664	0.0	10	30	2	0
FSTL5	NM_001128428+NM_020116+NM_001128427	0.0	0.0	0.0	0.0	0	0	0	0
DIMT1	NM_014473	8.93393884091	10.909197652	14.4849327053	16.0427763543	158	187	391	391
C9orf72	NM_018325+NM_001256054+NM_145005	11.8387807841	7.92077176893	3.30104480396	3.12001869908	338	234	159	128
PEG3+PEG3-AS1+ZIM2	NM_015363+NM_001146327+NM_001146326+NM_001146186+NM_001146184+NM_001146187+NM_001146185+NM_006210+NR_023847	0.0	0.0	0.0	0.097235770121	0	0	0	7
MAFG-AS1	NR_015454	0.0	0.0479325575159	5.63106902822	1.2473372558	0	1	185	37
CECR7	NR_015352	5.78098283937	0.0333206883685	1.41767698274	1.07801142737	179	1	67	46
FANCM	NM_020937	2.11204379819	2.19179823186	3.01025707583	3.06513635647	171	172	372	342
E2F8	NM_024680+NM_001256372+NM_001256371	0.29235264643	0.292928341282	1.5811345867	0.0385710288708	11	12	102	2
MYADML	NR_003143	0.0408154280597	0.0421104295283	0.0	0.0	1	1	0	0
LOC100130238	NR_024563	0.0	0.0	0.0	0.0	0	0	0	0
LOC100130872+SPON2	NM_012445+NM_001199021+NM_001128325+NR_024569	5.1146967905	3.02241968086	1.07652061303	0.536777727432	203	152	91	34
PFN1P2	NR_003242	4.87826508229	4.03593136533	3.28654713305	3.90716971601	106	85	109	117
SCIN	NM_001112706+NM_033128	0.0	0.0360298413672	0.0	0.0	0	1	0	0
FAM213A	NM_001243779+NM_032333+NM_001243780+NM_001243778+NM_001243781+NM_001243782	2.58470058316	2.43331424756	6.63258782852	3.00086948378	65	51	239	104
PDLIM5	NM_001256427+NM_006457+NM_001256425+NR_046186+NM_001256426+NM_001256429+NM_001256428+NM_001011516+NM_001011515+NM_001011513	6.42782960386	7.40730371207	6.59194685966	7.99754386754	374	435	618	647
C1orf85	NM_001256609+NM_001256608+NM_144580+NM_001256605+NM_001256604	12.8626190028	12.6433106662	9.89399142943	4.3858866072	232	228	245	99
AGFG1+MIR5703	NR_049888+NM_004504+NM_001135187+NM_001135189+NM_001135188	10.095730038	11.1494949163	26.7288382312	29.928077234	993	1064	4025	4065
CPT1C	NM_001199752+NM_001199753+NM_001136052+NM_152359	0.0632236110052	0.0	0.124266591976	0.0	2	0	6	0
MAK	NM_005906+NM_001242385+NM_001242957	1.59087506246	3.53223336098	3.44626715597	5.6102007152	68	152	233	345
CCL13	NM_005408	0.0	0.0	0.0	0.0	0	0	0	0
SALL2	NM_005407	2.11494048093	3.16211433229	1.57352909404	0.689300979873	118	171	134	53
PODXL	NM_005397+NM_001018111	3.31940064336	3.77953263259	1.71434647835	2.11572008093	222	245	176	196
ARSE	NM_000047	0.0	0.0	0.0	0.0	0	0	0	0
GJA8	NM_005267	0.0	0.0	0.0	0.0	0	0	0	0
GJA5	NM_005266+NM_181703	0.0	0.0	0.0	0.0	0	0	0	0
TCF7	NM_003202+NM_213648+NM_201632+NM_201634+NM_001134851+NR_033449	549.335438363	484.725008103	57.4002625372	66.7058488345	18852	16113	2886	3092
ULK3	NM_001099436	18.3762364625	21.7514671677	24.8233717971	19.7591552519	550	631	1134	815
PINX1	NM_017884	8.9972883694	12.8396992177	64.6769893487	57.4772002879	107	148	1174	942
MCM4	NM_005914+NM_182746	2.29315686405	2.42269671323	60.8174361511	28.9001741359	125	129	5071	2173
MME	NM_000902+NM_007287+NM_007288+NM_007289	0.138765307342	0.323303778226	0.0	0.0115447805469	10	20	0	1
C1orf111	NM_182581	0.0	0.0	0.0	0.0	0	0	0	0
SYNJ1	NM_203446+NM_003895+NM_001160302+NM_001160306	11.8961371449	7.83420755714	8.44393518771	5.51753673246	957	604	1009	593
KIRREL3-AS2	NR_046986	0.0	0.0	0.0	0.0	0	0	0	0
RAB37	NM_175738+NM_001163989+NM_001006638+NM_001163990	26.7130979835	26.9282098769	0.288422049878	0.532402708383	774	727	12	20
ARFIP2+TIMM10B	NM_012402+NM_001242856+NM_001242855+NM_001242854+NM_012192	39.7464974512	37.8028675923	25.3018400852	29.0663524899	1334	1238	1359	1388
CEP104	NM_014704	9.76089143396	12.5038437104	17.3809348751	18.7457386564	716	889	1946	1895
PPP2R4	NM_021131+NM_178003+NM_178001+NM_178000+NM_001271832+NM_001193397	17.448549359	12.3893199436	27.614412366	21.3200895762	530	363	1225	868
KAT5+RNASEH2C	NM_006388+NM_001206833+NM_182710+NM_182709+NM_032193	32.0873369284	34.2987992794	46.2442491857	34.4809782279	937	977	2170	1462
CEBPA	NM_004364	0.0	0.035056810688	0.0890473327295	0.936930912514	0	1	4	38
CEACAM5	NM_004363	0.0489104879582	0.176618159847	0.0160223360488	0.0532365788229	2	7	1	3
AXIN2	NM_004655	14.4581806322	20.990994369	3.39376702129	2.47565186965	695	978	249	164
MIR5009	NR_049807	0.0	0.0	0.0	0.0	0	0	0	0
AMT+NICN1	NM_001164712+NM_001164711+NM_000481+NR_028435+NM_001164710+NM_032316	36.5446880359	26.9039033489	4.97171632801	4.99628386283	861	650	208	183
APOBEC2	NM_006789	4.63362517498	7.56008489779	2.682809757	2.6976675193	86	136	76	69
RALBP1	NM_006788	11.6064116119	15.5211654089	14.8109090788	19.6757700142	574	744	1118	1341
PCDH9-AS2	NR_046527	0.0	0.0	0.0	0.0	0	0	0	0
SYNPO2	NM_001128933+NM_001128934+NM_133477	0.024136772673	0.0548558811229	0.0158136832832	0.567909759329	2	6	2	44
EGR2	NM_001136179+NM_001136178+NM_000399+NM_001136177	2.93824564363	3.56829393447	145.379725096	279.857551185	93	112	6973	12153
MKRN1	NM_013446+NM_001145125	40.0100519711	29.7200871418	11.9168348981	10.5180157299	1511	1107	690	572
OMD	NM_005014	0.311703376931	0.357325749708	0.839565450477	0.77907196312	9	10	37	31
NUCB2	NM_005013	9.61218522652	6.98709203789	2.18269540714	1.38705726462	176	124	61	35
DDOST	NM_005216	25.1362178472	18.7987612685	56.4323858575	56.5519706555	607	440	2080	1882
SPRY3	NM_005840	0.526012329004	0.613052001112	0.0191459647407	0.106025494447	54	61	3	15
LY86	NM_004271	0.600947974913	0.826686657498	1.2467892898	0.0	6	8	19	0
PVT1	NR_003367	30.9353829404	26.7310787451	37.4124884809	40.7593576562	597	500	1102	1084
C1orf51	NM_144697	0.404311725946	0.260712389474	0.066223202957	1.57692736353	8	5	2	43
DPY19L2P4	NR_003551	0.0436267979805	0.090021998506	0.0	0.0316570339878	1	2	0	1
CD27+CD27-AS1	NR_015382+NM_001242	80.5021964219	101.119265981	36.9116728101	33.5196687339	1182	1536	851	691
CAV3	NM_001234+NM_033337	0.0	0.0	1.2097763848	0.0	0	0	28	0
FAM193A	NM_003704+NM_001256666+NM_001256668+NM_001256667+NR_046336+NR_046335	33.0521768872	33.1886736831	31.181911059	27.5556703055	1796	1740	2557	2075
MAPT-AS1	NR_024559	0.0	0.0	0.0	0.0	0	0	0	0
FAM96B	NR_024525+NM_016062+NR_046109	31.8273235393	36.7773021077	50.7626304368	72.9738070285	251	276	618	813
HMGB2	NM_001130689+NM_002129+NM_001130688	75.4295582499	73.7923255643	50.1053357086	16.8870232389	1192	1173	1264	384
PDIA3P	NR_002305	27.8922601648	30.4649196431	83.5390403609	86.7104410099	665	704	3040	2849
MARCH2	NM_001005416+NM_001005415+NM_016496	8.03833317261	10.7911765599	2.88402077718	1.57395118346	132	182	70	35
OR2A14	NM_001001659	0.0	0.486774900818	0.0	0.0	0	5	0	0
USP48	NM_032236+NM_001032730	29.2523919005	26.1468128344	20.8161156246	23.6845532129	1473	1422	1698	1754
ZNF688	NM_001024683+NM_145271	5.27457649757	12.0042562435	4.06557954365	1.91370256914	79	155	80	34
MYCL1	NM_001033082+NM_001033081+NM_005376	0.486104236149	0.445802191375	0.0	0.0783851467331	18	16	0	4
SULF1	NM_001128204+NM_015170+NM_001128205+NM_001128206	0.0	0.0	0.0	0.0	0	0	0	0
ACTG1	NM_001614+NM_001199954+NR_037688	304.421889516	340.534240501	825.32919029	807.190650817	6575	7136	27307	24179
CHRNA2	NM_000742	1.47200485028	0.156337687595	0.510571613454	0.204202269397	68	7	36	13
CHRM4	NM_000741	1.61924367491	0.0618747932511	0.0	0.0	27	1	0	0
CHRM2	NM_001006627+NM_001006630+NM_000739+NM_001006632+NM_001006631+NM_001006626+NM_001006629+NM_001006628	0.0	0.0	0.0	0.0	0	0	0	0
CHRM3	NM_000740	0.12828980448	0.0661801067341	0.0420257994721	0.0232728213433	4	2	2	1
LINC00516+LOC101101776	NR_073460+NR_073459	0.242865883445	0.375857383684	0.0	0.352462884401	2	3	0	4
PTPRCAP	NM_005608	129.194869956	120.174901644	53.1015900359	49.7266037252	1331	1200	835	706
TRPV5	NM_019841	0.0	0.0	0.0	0.0513949272627	0	0	0	2
VARS2	NM_020442+NM_001167733+NM_001167734	4.16875422668	3.9916132163	8.39819479675	7.94112416049	160	153	494	433
OR9K2	NM_001005243	0.0	0.0	0.0	0.0	0	0	0	0
POLD1	NM_001256849+NM_002691+NR_046402	1.9061535434	2.86468712314	17.6078859738	10.7772001937	75	108	1049	575
FBP2	NM_003837	0.0	0.0	0.0	0.0	0	0	0	0
ALKBH5	NM_017758	27.337443721	21.3520485201	41.5339274585	30.2950714793	1066	807	2472	1628
COLQ	NM_080538+NM_080539+NM_005677	6.85888838083	2.0534516486	0.393265685354	1.03159211417	216	63	19	45
MIR3665+SLAIN1	NM_001242868+NR_037438+NM_001040153+NM_144595+NM_001242871+NM_001242870+NM_001242869	10.8867467154	7.42172932156	8.00011931938	10.139668214	342	254	347	414
SERPINB11	NM_080475	0.0	0.0	0.0	0.0	0	0	0	0
GATA5	NM_080473	0.0	0.0	0.0	0.0	0	0	0	0
AQP10	NM_080429	0.540718962352	0.456443198455	0.0	0.0	11	9	0	0
RHEBL1	NM_144593	0.224398160556	0.0	2.64633995572	1.13981460182	3	0	54	21
HIST2H2BC	NR_036461	10.588868527	12.1733871588	1.68482296595	3.40275039899	70	78	17	31
MYO19+ZNHIT3	NM_004773+NM_001163735+NM_025109+NM_001033580	27.6358294093	17.646369422	50.0870420015	46.020316589	872	554	2853	2186
TRAPPC9	NM_001160372+NM_031466	16.5433650949	15.8676388848	9.40139328745	9.40336452576	793	751	681	615
ITGB4	NM_000213+NM_001005731+NM_001005619	0.0892436678406	0.0	0.0	0.202128687392	6	0	0	18
PLCB3	NM_000932+NM_001184883	1.33802533404	1.58575762033	3.13083476124	1.62832552545	85	100	305	146
AGL	NM_000642+NM_000643+NM_000028+NM_000646+NM_000644+NM_000645	3.02957014629	3.48738456212	4.24132167933	4.66280495022	272	290	546	546
NUDT3+RPS10+RPS10-NUDT3	NM_006703+NM_001202470+NM_001014+NM_001204091+NM_001203245	485.778874079	411.248049711	348.55514735	288.865230772	3523	2987	4669	3652
HGD	NM_000187	2.1462214119	0.632662065123	0.172180327688	0.444962449863	49	14	6	14
KITLG	NM_000899+NM_003994	0.0	0.0	0.0	0.0	0	0	0	0
LAD1	NM_005558	0.0310105242426	0.0	0.0	0.0	1	0	0	0
ZNF239	NM_005674+NM_001099283+NM_001099282+NM_001099284	1.05818886148	2.89080692355	7.29082163659	10.7979956577	22	76	258	362
REEP5	NM_005669	10.905972539	16.2658442591	10.0885194067	17.6931343203	386	558	545	863
EPM2A	NM_005670+NM_001018041	2.10886800337	1.65149464683	2.43040134758	1.69619592779	83	63	146	92
CFHR2	NM_005666	0.0	0.0	0.0	0.0	0	0	0	0
CCDC24+SLC6A9	NM_152499+NM_006934+NM_201649+NM_001024845+NR_048548+NM_001261380+NR_048549	0.231050192403	0.102163288742	26.4781626272	26.6272895268	7	3	1241	1245
IL2RB	NM_000878	53.8946880667	82.5869785572	182.956610181	245.707286875	2475	3676	12824	15550
AEBP1	NM_001129	8.32712742792	8.59133247884	28.4091233382	26.2204193724	386	386	2010	1675
FAM219A	NM_001184945+NM_001184943+NM_001184942+NM_147202+NM_001184940+NM_001184941	11.2089978464	14.296242281	13.7635392907	17.2547579645	457	560	853	964
PDE4DIP	NM_001198832+NM_001198834+NM_014644+NM_001002811+NM_001002812+NM_001195261+NM_022359+NM_001195260+NM_001002810	44.6158411615	38.6929826209	7.43790055927	10.1862109001	3226	2629	770	868
GPR68	NM_001177676+NM_003485	4.92525193425	12.4898716829	6.47392011816	13.5809118564	160	365	321	609
NUDT16	NM_001171905+NM_001171906+NM_152395+NR_033268	6.65229479426	8.15635390983	3.22387932088	3.04705598557	461	529	341	291
SETD5-AS1	NR_027007	9.84520789868	9.03438513502	9.0552041153	14.3223570124	208	185	292	417
HTT	NM_002111	16.6800190251	18.5843685143	18.7830529198	20.1441683193	2553	2757	4388	4249
LSM4	NM_012321+NM_001252129	21.9233107669	30.3603506085	58.3597641504	41.2038579785	447	610	1805	1150
MSL3	NM_078628+NM_078629+NM_001193270+NM_006800	49.2198029092	53.2260175247	20.148774164	26.1821676229	2024	2297	1140	1459
MYOT	NM_006790+NM_001135940	1.43373173328	0.919516073649	0.710850120473	0.321203971387	37	23	28	11
APBA2	NM_005503+NM_001130414	24.3751083626	16.7992898817	3.09145212071	2.55464615957	1001	666	193	144
KPNA6	NM_012316	22.678490225	19.8371997223	32.7523325177	36.0841748592	1899	1610	4186	4164
KIN	NM_012311+NR_045609	2.57306901157	2.174114268	1.00133335707	2.04415606549	135	145	111	181
LZTR1	NM_006767	11.4868803005	18.1874896337	15.1720197208	20.6086630975	563	864	1135	1392
TUSC3	NM_006765+NM_178234	0.0	0.0	0.0	0.050183734947	0	0	0	3
SH2D3C	NM_005489+NM_001142534+NM_001142533+NM_001142532+NM_001142531+NM_170600+NM_001252334	30.4108798307	26.5852513947	6.46094579663	7.67634957015	1015	904	312	334
COX11+TOM1L1	NM_005486+NR_027942+NR_027941+NM_001162862+NM_004375+NM_001162861	21.3591881334	17.5623845756	25.9988079913	22.1076061259	221	189	418	333
POLD3	NM_006591+NR_046409+NR_046410	5.89381612216	6.49241833423	38.8211383447	17.4093113028	256	277	2551	1029
OR10H1	NM_013940	0.0	0.0	0.0	0.0	0	0	0	0
ST6GALNAC6	NM_013443	17.2186129834	21.4770039246	8.27442075178	12.5743111949	469	567	344	472
MYNN	NM_018657+NM_001185118+NR_033702+NR_033703+NM_001185119	4.51622093179	3.64083375976	5.05527187503	4.69676012842	258	201	445	378
SLC4A1	NM_000342	0.0177748593428	0.0183388242464	0.0232911002526	0.141878223392	1	1	2	11
MLEC	NM_014730	14.0468394618	27.3111770522	94.0838436975	98.7689887023	1013	1909	10356	9816
ALDH1A1	NM_000689	0.0	0.0383419993637	0.0	0.0269666080994	0	1	0	1
MPZ	NM_000530	5.44895359452	6.17937705039	0.619584964341	1.66653638054	121	133	21	51
STAC	NM_003149	0.0	0.0306554831227	0.0973344748152	0.323408173747	0	1	5	15
SSRP1	NM_003146	30.8245381009	28.1293038446	160.293838305	132.889378454	987	873	7834	5864
GAD2	NM_000818+NM_001134366	0.0	0.0	0.0	0.0	0	0	0	0
GAD1	NM_000817+NM_013445	0.0	0.0261462856916	0.199241484544	0.307358781673	0	1	13	12
CSH1	NM_001317	0.0	0.0	0.0	0.0	0	0	0	0
PLEC	NM_000445+NM_201379+NM_201380+NM_201384+NM_201383+NM_201382+NM_201381+NM_201378	46.8491402433	72.3982838308	29.4777706624	22.5970432508	7826	11761	7524	5205
CRIP2	NM_001270837+NR_073082+NM_001312+NR_073081+NR_073084+NR_073085+NR_073083+NM_001270841	11.3297129227	4.56376405735	0.523046537007	0.168392885609	141	51	18	2
CREBL2	NM_001310	12.003166175	13.0625810858	6.49443247739	7.55084453102	511	539	422	443
RPS16	NM_001020	947.387861837	780.848984085	835.6815979	627.036667044	6349	5072	8548	5791
CSNK1D	NM_001893+NM_139062	37.4967218851	35.4993310596	37.1770103157	41.7961040914	1587	1450	2402	2438
RYR3	NM_001036+NM_001243996	0.169915488275	0.39151808833	0.211514626686	0.258922115222	30	67	57	63
CLDN3	NM_001306	0.0	0.285187430118	0.0	0.0501443442602	0	4	0	1
TEK	NM_000459	0.0	0.0	0.0	0.0	0	0	0	0
AQP6	NM_001652	0.0995164412111	0.0684492814564	0.0652001617658	0.0962831870196	3	2	3	4
FPGT+FPGT-TNNI3K+TNNI3K	NM_003838+NM_001112808+NM_001199327+NM_001199329+NM_001199328+NM_015978	0.662361210956	1.56316110132	0.746089154099	0.455906473416	33	78	58	32
DLK1	NM_003836	0.0	0.0	0.0	0.0	0	0	0	0
TMEM128	NM_032927	3.40566099755	2.72706363604	1.66513885033	1.88110775055	67	52	50	51
MATN2	NM_030583+NM_002380	0.456385199906	0.538131996006	0.242055533494	0.551946756495	21	24	17	35
CDC25B	NM_021872+NM_004358+NM_021873	155.76383435	198.914199185	36.7685764199	37.045205497	6227	7743	2250	2043
FGA	NM_000508+NM_021871	0.0	0.0	0.0	0.0	0	0	0	0
HSDL1	NM_031463+NM_001146051	4.19711466749	5.60084345827	3.65545274626	5.50754683743	167	217	222	305
RERG	NM_032918+NM_001190726	0.0	0.0	0.0	0.0	0	0	0	0
TMEM62	NM_024956	6.10674300518	4.06907238623	2.50059579952	3.92350508666	192	124	120	170
GPR62+PCBP4	NM_080865+NM_033010+NM_033008+NM_001174100+NM_020418	7.31513376882	5.93838485357	1.3178573227	2.71601944724	168	142	49	91
CLDN22+WWC2	NM_024949+NM_001111319	0.629705873576	0.577498070343	1.80742428452	1.45784091872	63	56	276	201
PIF1	NM_025049	0.0	0.0342117500914	0.0434504028441	0.794037107867	0	1	2	33
GPR110	NM_153840+NM_025048	0.0	0.0638763688415	0.0	0.0449253829729	0	1	0	1
PHC3	NM_024947	51.3351698186	48.8925514738	17.9067812545	23.2657965216	7389	6821	3934	4615
NACC1	NM_052876	19.2316038652	21.1336243839	75.2280722161	69.4346952061	983	1047	5869	4891
SOX7	NM_031439	0.191626911776	0.028243842193	0.64567622883	0.496609877079	7	1	36	25
TMUB1	NM_031434+NM_001136044	8.37299677059	9.24487873089	7.79551700526	4.83215220461	172	183	243	136
C1QTNF5+MFRP	NM_031433+NM_015645	0.0	0.0	0.117805285112	0.0	0	0	8	0
MON1A	NM_032355+NM_001142501	3.53367092833	4.63535911482	10.6827833834	8.79477831316	79	99	364	307
TMEM79	NR_026678+NM_032323	6.05118975008	3.05387666536	4.45688700871	3.64476846928	153	74	172	127
ESRP2+NFATC3	NM_173165+NM_004555+NM_173163+NM_024939	71.4751280635	65.6250940445	46.2086109785	38.2944967968	4881	4279	4883	3724
ZBBX	NM_024687+NM_001199202+NM_001199201	0.0	0.0	0.0	0.0	0	0	0	0
CCDC104	NM_080667	20.7389505522	19.0894454523	16.1185440712	11.8030290231	306	273	363	240
GCA	NM_012198	1.09195508	0.788620620711	1.84219603314	0.851785261166	40	28	103	43
MRPL3	NM_007208	12.3274405447	12.4611063215	68.4055721752	56.8943358464	247	242	2092	1571
GFPT2	NM_005110	0.116956331218	0.0	0.0	0.360686219856	4	0	0	17
MTMR7+VPS37A	NM_152415+NM_001145152+NM_004686	6.03815149765	7.5584738905	12.2004168013	9.269486079	301	374	897	625
STXBP2	NM_001127396+NM_001272034+NM_006949+NR_073560	18.2607561539	28.2842514045	11.244993638	15.855931453	407	584	365	486
FCAMR	NM_032029+NM_001122979+NM_001170631	0.0	0.0	0.0	0.0	0	0	0	0
EIF2A	NM_032025	13.0503622162	10.6076269686	22.1710469129	18.6430958167	575	453	1491	1132
SLITRK3	NM_014926	0.0	0.0215140209599	0.0	0.0	0	1	0	0
LIPT1	NM_015929+NM_145199+NM_145198+NM_145197+NR_037936+NM_001204830+NR_037935	4.30890903237	2.07284228857	2.02809545695	2.07832985359	84	38	60	51
RTN1	NM_021136+NM_206852	0.0	0.0	0.0	0.0	0	0	0	0
RPS6KA2	NM_021135+NM_001006932	3.66314992481	4.21186711328	4.16008943686	2.33925356668	232	266	400	210
BTNL8	NM_024850+NM_001159708+NM_001159707+NM_001159709+NM_001040462+NM_001159710	0.0	0.0	0.0720104990955	0.0	0	0	2	0
TAS2R13	NM_023920	0.591586901903	0.443895934396	0.0	0.156099941297	11	8	0	4
