V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	logFC	logCPM	PValue	FDR
CD68	NM_001251+NM_001040059	4.45886560481	9.98371125242	47.8909005733	32.9057129448	94	204	1541	956	2.49924618814089	5.47507228212304	3.38564666194273e-08	6.1207455148758e-07
WEE1	NM_003390+NM_001143976	1.98273271764	3.13578602958	20.3343623654	13.6323134797	62	108	996	599	2.66085040439365	4.80841687838145	3.39294545037672e-08	6.12887545227009e-07
QTRTD1	NM_001256837+NM_001256835+NM_001256836+NM_024638	8.42820335736	8.25747308115	28.711198007	27.1783900232	383	364	2003	1696	1.74936620529721	6.18869268243504	3.40869422909623e-08	6.15224309088119e-07
TBC1D24	NM_001199107+NM_020705	1.76693506749	1.35343701631	8.06841675437	7.38205259031	132	98	920	760	2.30863717011194	4.94448953385747	3.46332681372243e-08	6.24569448064123e-07
KLRG1	NM_005810	23.4868819692	15.1386994154	2.83885685696	2.64396431738	477	298	88	74	-2.81436648167052	4.31030772261281	3.59895677679577e-08	6.48494065011594e-07
PSMD4	NM_002810	31.7495579233	31.1190695722	115.230811114	92.7300408287	480	456	2659	1932	1.73132926769919	6.4994100434262	3.70783517428048e-08	6.67562917180127e-07
KIAA2026+MIR4665	NM_001017969+NR_039811	28.4867608794	23.9562983531	6.83773874907	8.94764709033	2331	1900	854	1009	-1.73212846939017	6.94234611106767	3.79769501826677e-08	6.83179099708763e-07
LOC100652768+SIDT2	NM_001040455+NR_045215	35.3655153076	31.9315715891	7.74891487881	7.93649363247	1107	895	458	332	-1.90367962520542	5.82599730948488	3.80279423918978e-08	6.83534297307119e-07
FCER2	NM_002002+NM_001220500+NM_001207019	0	0.112485692251	17.8892853233	2.99502836118	0	2	430	65	7.21676872330135	2.92279753062408	3.84853643387045e-08	6.9118829631294e-07
IL16+STARD5	NM_001172128+NM_172217+NM_004513+NM_181900	72.8364481603	92.8136867179	24.1608763674	30.8708255702	4439	4928	2231	2430	-1.55790213578542	8.13038929664184	3.90133717424936e-08	6.99804261361888e-07
EFTUD2+HIGD1B	NM_001271880+NM_016438+NR_073504+NM_001142605+NM_004247+NM_001258353+NM_001258354	38.2067483592	35.4106937909	53.4363967018	61.6843663397	667	662	3096	2993	1.64122877464754	6.93557566761358	3.90290833765258e-08	6.99804261361888e-07
FRY	NM_023037	5.31502792536	7.44998607045	0.220667798899	1.04317267452	647	879	41	175	-3.33886164634895	5.22893907317191	3.94139168418068e-08	7.06125660044655e-07
PCNX	NM_014982	25.5618726369	22.6184051487	5.33986919201	8.6635640001	3751	3217	1196	1752	-1.78372091405367	7.64985731100683	4.03630221145557e-08	7.22537732206143e-07
HIST2H2AC	NM_003517	216.168687511	298.89404704	74.707349961	38.4472866739	1073	1438	566	263	-2.17250890746586	6.09935502634632	4.07474601155358e-08	7.28404411562579e-07
ZNF593	NM_015871	6.91830939069	1.39957159465	48.3484482556	66.9353595061	51	10	544	680	3.77458476832163	4.34188353160405	4.07573485601187e-08	7.28404411562579e-07
PRKDC	NM_006904+NM_001081640	28.7840885752	27.4494034171	88.3716389815	70.4842039186	4408	4071	20643	14879	1.50374424663173	9.50430750818159	4.14418379759736e-08	7.40032820999529e-07
PPP1R14B	NM_138689	1.07038149939	3.40505701137	33.1939946834	22.3302367099	12	37	568	345	3.64705761659568	3.91286309687852	4.16575085922487e-08	7.43277325004438e-07
MAP4K4	NM_145686+NM_004834+NM_001242560+NM_145687+NM_001242559	64.9988003473	52.544596849	19.5268227063	21.0289643779	5712	4440	2504	2474	-1.58204118021777	8.24052557984847	4.2026768350461e-08	7.49254733224397e-07
WDR75	NM_032168	11.7868056994	10.1226606413	41.7827052114	34.7371663165	358	298	1937	1454	1.80782510909619	6.0470374802021	4.21543373043492e-08	7.50917042779022e-07
DCAF12	NM_015397	15.9721854983	19.992485635	60.7600502865	52.6942067041	666	808	3867	3028	1.66521465652484	7.102812445402	4.22725949377716e-08	7.52410914779296e-07
ALDOA	NM_000034+NM_184043+NM_001127617+NM_184041+NM_001243177	76.3277069548	62.1190773739	314.955140466	190.891067523	1237	962	7538	4137	1.83781607517064	7.81240620911163	4.24436231771224e-08	7.5484085934923e-07
MATK	NM_002378+NM_139355+NM_139354	1.83893230254	3.11125377659	14.8794373986	20.4860788912	43	58	498	543	2.81211283773147	4.19555970063728	4.24789079342285e-08	7.54854679984767e-07
POLD1	NM_001256849+NM_002691+NR_046402	1.9061535434	2.86468712314	17.6078859738	10.7772001937	75	108	1049	575	2.57809400540375	4.84319404213066	4.38797965264798e-08	7.79115705370734e-07
CDK2AP2	NM_001271849+NR_073484+NM_005851	36.6725074993	14.8935382913	102.081809581	135.190127419	403	243	1714	2046	1.99214458295378	6.17017761292145	4.40485307014896e-08	7.8147737963916e-07
MRPS2	NM_016034+NR_051970+NR_051969+NR_051968+NR_051967	14.2167362405	16.5914551548	67.9491328045	52.214836337	263	302	1812	1256	1.87669734678294	5.88587481083727	4.41521062122061e-08	7.82680164823346e-07
MIR3609	NR_037403	698.808666583	653.991880146	120.407867447	166.896691299	635	576	167	209	-2.2341719611174	5.03860434675603	4.43136146850986e-08	7.84907142701645e-07
AGPAT5	NM_018361	1.54734043086	2.45225553404	9.47927805578	10.070482417	97	149	907	870	2.29722502607733	5.03112641381832	4.4563534081089e-08	7.88695233028981e-07
MLX+PSMC3IP	NM_198205+NM_170607+NM_198204+NM_013290+NM_016556+NR_045671+NR_045669+NR_045670+NM_001256014+NM_001256015+NM_001256016	19.5992214291	31.7322899999	108.138824493	81.5927401459	547	832	4094	2999	1.80035018032404	7.11050898510033	4.57295326472068e-08	8.08677062779021e-07
SF3B3	NM_012426	22.4173086621	25.829240351	66.0238978696	70.2525738201	2475	2764	11126	10689	1.50331452255833	8.80954786203674	4.65129923045234e-08	8.21867291325888e-07
FTSJ2	NM_013393	10.7780263283	6.5812209826	51.0873335801	35.1540981459	196	116	1418	881	2.31342071682276	5.38575849612198	4.66056216662682e-08	8.22839365576769e-07
CYLD	NM_015247+NM_001042355+NM_001042412	60.9901950189	64.4107114681	21.3639228087	22.3087366387	5935	6073	3193	3017	-1.50641877735523	8.50186905733653	4.72810615747153e-08	8.34091308021691e-07
IL21R+IL21R-AS1	NM_181078+NM_181079+NM_021798+NR_037158	19.3725478831	16.801717011	58.8179817515	68.9503626936	1131	833	4417	4849	1.68711042741798	7.53326154048916	4.86288703980512e-08	8.57176905686842e-07
CHPF	NM_001195731+NM_024536	3.53942151133	1.06969608176	22.1899691772	17.9004136057	99	29	954	690	3.11774423714719	4.80302354216846	4.98210403134265e-08	8.77484103748958e-07
LRPPRC	NM_133259	8.60570392447	7.19082504338	27.981839521	23.4726743672	647	524	3211	2432	1.70696366045404	6.80334110924533	4.99907183665135e-08	8.79764251220823e-07
PRDX3	NM_006793+NM_014098	3.55134073301	6.44158079118	32.3490658494	26.2684598785	63	110	868	640	2.56039802580733	4.74766315675792	5.24359988672121e-08	9.22055848247801e-07
NT5DC3	NM_001031701	2.18449670365	2.63153993165	9.00306922751	9.98019811479	179	209	1126	1127	1.98372269027014	5.43048635610867	5.25953805246286e-08	9.2411562166767e-07
C1orf74+TRAF3IP3	NM_025228+NM_152485	111.570954119	128.418482658	41.4652253023	38.804505012	2843	3166	1603	1348	-1.58425037450616	7.48355140382375	5.28639575975893e-08	9.28089143216105e-07
TOB2	NM_016272	14.8113600336	18.3455170134	57.3266197484	46.8808426874	768	922	4537	3350	1.66018777947184	7.29601663018075	5.32857081185544e-08	9.3474327593695e-07
DAD1	NM_001344	52.9243759226	41.3110563675	222.280603525	141.057838982	419	317	2686	1539	1.9515102868297	6.32535741679996	5.4169069105597e-08	9.49477873946262e-07
ATP6V0A2	NM_012463	13.9171686574	19.6356407033	48.2624801562	55.1036436726	1034	1414	5473	5642	1.6302726852994	7.80734310708244	5.68479002582748e-08	9.95634762329673e-07
DKFZP686I15217	NR_026856+NR_026855	7.6628502735	9.2909689312	0.476394744016	0.202934862095	137	163	13	5	-4.60754239714745	2.8146987616257	5.71994988032454e-08	1.0009912290568e-06
SACS	NM_014363	4.8694692596	6.10426744125	15.9368917859	17.2138072634	865	1051	4321	4214	1.60105112634595	7.43222738238119	5.86871243642902e-08	1.02620371340436e-06
TSTA3	NM_003313	2.85251152157	2.94301667575	22.4690256047	19.3815644846	44	44	529	412	2.85512204749453	4.03691906999446	5.92919096011203e-08	1.03595089658507e-06
BTN3A2	NM_007047+NM_001197249+NM_001197247+NM_001197248+NM_001197246	42.8024860349	56.4247063561	12.2093702826	18.7591371578	1819	2130	776	974	-1.72103302507657	6.84533691864044	5.95950432743461e-08	1.04041625828118e-06
GJB2	NM_004004	0.0377525207224	0	6.40618616289	1.5888790249	1	0	259	58	7.45339397612764	2.30709477674147	5.99807275604186e-08	1.04631452582469e-06
ICAM3	NM_002162	75.179266884	64.8072413177	21.5167371297	20.9955496257	1520	1270	664	585	-1.71645705895653	6.34577730504192	6.00798141478877e-08	1.04720791592434e-06
RASL10B	NM_033315	0.110255326643	0.0568767667455	3.16032301525	3.26019875321	4	2	175	163	5.21362931768606	2.45561657566659	6.02979120154063e-08	1.0496623082077e-06
TNFSF12+TNFSF12-TNFSF13+TNFSF13	NM_003809+NM_172089+NR_037146+NM_003808+NM_172088+NM_172087+NM_001198622+NM_001198624+NM_001198623+NR_073490	46.8495028781	50.1660033479	10.3873187932	13.0102642279	793	801	265	323	-1.9864251083791	5.48076273326597	6.03165952647806e-08	1.0496623082077e-06
LIMA1	NM_001243775+NM_016357+NM_001113547+NM_001113546	7.06940232551	7.2099371573	34.2218929824	21.1583235617	275	316	2143	1224	1.94062417375145	6.00091151502433	6.10207367864624e-08	1.06107203275347e-06
SLC40A1	NM_014585	6.79644396009	18.8162076192	1.10031184073	1.75180873384	259	695	64	92	-3.15382279281769	4.57026689149544	6.12424531415599e-08	1.06408154286864e-06
MFGE8	NM_005928+NM_001114614	16.5222996608	27.7501544612	2.73769542688	0.522781502366	355	589	88	16	-3.76848624709106	4.50331853672633	6.13684678475264e-08	1.06542478901955e-06
COL6A2	NM_001849+NM_058174+NM_058175	5.32988291768	4.06750749051	0.301903860413	0.408678592883	250	154	18	22	-3.87605022268129	3.27846486146424	6.2214853754975e-08	1.07926243131648e-06
DCLRE1B	NM_022836	3.7883677843	6.09064886724	32.1749487475	16.2914050083	163	254	2113	966	2.30881960041123	5.79812974282634	6.53233675630321e-08	1.13228895835287e-06
APEX2	NM_014481+NM_001271748	10.5333873137	15.7556370092	54.4859897897	41.0539155983	231	332	1867	1291	1.92353671038852	5.91753784410008	6.7284246736772e-08	1.16535462974417e-06
PIGW	NM_178517	2.03016482168	2.3765408395	14.0683926282	14.2499330277	52	59	550	503	2.68762042299608	4.2227795606956	6.75957760014051e-08	1.16893382835668e-06
PARP4	NM_006437	23.6798665232	31.1410437783	3.06911670226	7.97818614066	1471	1875	291	683	-2.31089521814704	6.48911677363097	6.75977733883979e-08	1.16893382835668e-06
KDM6B	NM_001080424	24.6887069288	37.625448935	83.7329576276	117.952692005	1880	2777	9732	12378	1.70079416600978	8.78810216814072	6.80324655939167e-08	1.17537208264403e-06
TET1	NM_030625	2.93034246511	3.65830841466	0.246754674541	0.54658590945	319	386	41	82	-3.05255996134141	4.14655458095997	6.80775510267419e-08	1.17537208264403e-06
RAB11FIP1	NM_025151+NM_001002814	8.91626619727	16.8575054016	39.8163432791	50.9225720577	781	1266	4772	5640	1.79809961422453	7.67795583968301	6.82207179591765e-08	1.17691498845188e-06
LOC100506990	NR_040092+NR_040091	16.1401246182	12.8697223205	2.94577301738	1.49217298846	579	478	164	58	-2.82927604039829	4.75435014319854	6.96141875571751e-08	1.19903805636451e-06
SNRPB2	NM_003092+NM_198220	7.51755189622	4.26873499281	31.362221615	30.2127877436	142	79	914	795	2.39221277029635	4.95693530825611	6.96198333960222e-08	1.19903805636451e-06
IL2RB	NM_000878	53.8946880667	82.5869785572	182.956610181	245.707286875	2475	3676	12824	15550	1.65789726646174	9.15667598051591	6.96675368977963e-08	1.19903805636451e-06
HAVCR1	NM_012206+NM_001099414+NM_001173393	7.01716444785	3.65032269897	0.0436610105927	0.0967134390738	119	60	1	2	-6.31337466585385	2.03990308662025	7.06204288082164e-08	1.21448261020419e-06
ARNTL2	NM_001248003+NM_001248004+NM_001248005+NM_020183+NM_001248002	0.119471947788	0.320482712554	2.53200112474	3.27023674119	10	26	324	377	3.72695884760662	3.54994302852145	7.07522635741828e-08	1.21579400289493e-06
MT2A	NM_005953	36.1400646106	65.9021186963	296.799435504	174.117917945	172	304	2156	1142	2.22096619468842	5.91575749608827	7.08703639376617e-08	1.21686751266589e-06
MTMR3	NM_021090+NM_153051+NM_153050	20.6094843102	22.2350185274	6.65068635466	7.36596212059	2082	2180	1030	1027	-1.60445444870729	6.98330429224114	7.19749240371186e-08	1.2348638927937e-06
UHRF1	NM_001048201+NM_013282	4.20264330585	5.07355034543	50.9406556873	14.729262026	210	228	3327	916	2.68878094897895	6.19084199571103	7.23777508084885e-08	1.24080195841355e-06
KIAA0319L	NM_024874	26.2360248374	21.8774970355	7.41981996073	7.11591178281	1434	1159	619	536	-1.72417027457744	6.23847707109663	7.34505488537133e-08	1.25820732668362e-06
SIGMAR1	NM_147157+NM_005866	53.8872409323	57.5727940306	185.727434256	151.005314578	1013	1049	5329	3912	1.60152766540471	7.53846488776031	7.38279283465528e-08	1.26368226336529e-06
SAMD12	NM_001101676+NM_207506	4.61123143363	4.33075156368	0.714274593449	0.769575491073	335	333	75	73	-2.72625267282767	4.10804090136657	7.64397531200466e-08	1.30736481587257e-06
NAA15	NM_057175	10.9533437173	9.74720823248	31.3015434729	32.1950015901	691	596	3014	2799	1.61941111877961	6.87290869414423	7.75525810654253e-08	1.32536149281733e-06
LMO7	NM_005358+NM_015842	13.4849495985	8.89338021547	1.28626021327	2.73859839561	916	618	134	267	-2.47039218123268	5.34031948478518	7.78430490604063e-08	1.32928703996596e-06
GRPEL1	NM_025196	32.5462874658	16.729068104	94.9195573101	103.046760817	556	277	2475	2426	2.00205024268307	6.5439858310233	7.81353873767247e-08	1.33323837665043e-06
C19orf48	NM_199250+NM_199249	9.40067301073	6.22055663185	55.7244971973	31.856998492	178	105	1464	768	2.40684301589336	5.32365496527792	7.84611435417416e-08	1.33775332422104e-06
PNISR	NM_015491+NM_032870	209.376147232	184.151378781	72.5616331606	66.141497375	7636	6518	4052	3324	-1.49954675275317	8.74088980761522	7.97059331267987e-08	1.35791844793514e-06
TICAM1	NM_182919	22.7051038148	23.1919090971	67.2584939851	71.206368912	702	695	3174	3034	1.59684412003673	6.97400480146719	8.01829132080811e-08	1.3649814991648e-06
TGS1+TMEM68	NM_152417+NM_024831	14.3605011391	14.3796667849	42.8686694364	43.1833653185	558	546	2587	2372	1.61111209631759	6.64573470081156	8.03735909437259e-08	1.36629545222279e-06
HNRNPC	NM_031314+NM_001077442+NM_004500+NM_001077443	42.9957329693	40.5294696925	117.542840162	118.63586055	1580	1447	6581	5996	1.49853190074365	8.01515638415447	8.03850170062048e-08	1.36629545222279e-06
BIN1	NM_004305+NM_139346+NM_139347+NM_139345+NM_139344+NM_139343+NM_139350+NM_139351+NM_139349+NM_139348	39.7983980536	48.9987618175	10.1356233265	13.0966523493	990	1179	394	497	-1.83027095290264	5.95717070811972	8.0932538701496e-08	1.37453360566399e-06
C17orf103	NM_152914	6.47642323308	11.8641844949	1.60323814005	0.720946772774	352	625	133	54	-2.95943511500837	4.62535583124079	8.14773937583078e-08	1.38236736611902e-06
CS	NM_004077	47.6877257592	48.6819063863	140.460325821	130.579882653	1612	1595	7247	6083	1.49675340763889	8.09707882540113	8.15201783905619e-08	1.38236736611902e-06
AEBP1	NM_001129	8.32712742792	8.59133247884	28.4091233382	26.2204193724	386	386	2010	1675	1.69598182471072	6.19513889970673	8.183363976199e-08	1.38660795491366e-06
STC2	NM_003714	0	0	2.26705709393	0.561958271685	0	0	210	47	9.72168237118837	2.01276692626222	8.22300628530817e-08	1.39224661370833e-06
DNHD1	NM_173589+NM_144666	15.1500415195	15.2405475008	4.14341245894	7.73875897808	2501	2523	1055	1305	-1.63742970297597	7.21238860489899	8.2893760235738e-08	1.40239830251877e-06
HDAC2	NR_033441+NM_001527+NR_073443	3.56913259028	2.8794461328	13.8221534844	10.4521576331	271	212	1600	1116	1.92705615051277	5.70027724646305	8.34073954475131e-08	1.40999750804818e-06
SDF4	NM_016547+NM_016176	5.18131875403	8.17579635791	27.3283050256	32.9213741843	119	185	960	1046	2.17054679823579	5.23067520623159	8.50581049774453e-08	1.4367923138082e-06
H1FX+H1FX-AS1	NM_006026+NR_026991	44.251561403	34.8533532451	9.87920060532	5.18734687472	759	585	261	124	-2.37602127982523	5.16447473455987	8.69465652622584e-08	1.46755873079622e-06
CDKN1A	NM_001220777+NM_078467+NM_000389+NM_001220778	11.4324996077	3.20474245179	35.8900327492	81.7773002474	265	72	1344	2765	3.07311064489252	6.15186179512124	8.71400439166206e-08	1.46969040915657e-06
PHF21A	NM_001101802+NM_016621	32.1782340952	27.7611797919	10.115358904	9.74500086928	2679	2242	1285	1122	-1.58907498126666	7.19448031826486	8.82106241665827e-08	1.48660046505701e-06
DNAJC9	NM_015190	25.3027534782	30.0245604273	108.095576566	77.9321274961	413	475	2693	1753	1.7579631401779	6.44402082664844	8.85841778645127e-08	1.49174664417722e-06
INPP5D	NM_005541+NM_001017915	51.995054958	49.6990957159	17.6429612615	16.5672808051	2625	2432	1359	1153	-1.56758216369174	7.23912807130572	8.89957379443277e-08	1.49752443656321e-06
TRAF3	NM_001199427+NM_003300+NM_145725+NM_145726	10.0363282831	15.1468973023	37.4594711365	40.58028523	881	1268	4999	4909	1.65097193948776	7.63521963281757	9.06834064650514e-08	1.52474982046349e-06
MAST2	NM_015112	0.843872134517	1.29805509104	6.20230268935	6.63555266193	55	82	617	596	2.59019246067541	4.43962440166761	9.11613342282853e-08	1.53160843797522e-06
RASSF3	NM_178169+NR_040718	93.4770530788	90.5809723558	34.2998139395	23.8337584336	3506	3297	1956	1236	-1.65815604525589	7.64442447048103	9.25639951267759e-08	1.5534506154245e-06
UNG	NM_080911+NM_003362	4.05765779988	2.62178593228	31.561937775	14.9895171658	99	62	1044	504	2.68986599601182	4.75595199231712	9.26176965310783e-08	1.5534506154245e-06
IFFO1	NM_080730+NM_001039670+NM_001193457+NR_036467	20.8612495816	29.0498066779	5.66542222657	6.68977166338	663	867	266	293	-2.00288720388199	5.41831579569632	9.26744252858958e-08	1.5534506154245e-06
FLJ44635	NM_207422	238.702150486	231.423943554	57.2736726418	91.8418969345	6152	5781	2253	3262	-1.65649109908293	8.45529499763201	9.46326918071215e-08	1.58506135779539e-06
JMY	NM_152405	18.6608861385	12.2283677828	3.98057379325	4.81456013541	1935	1229	630	688	-1.81443877169933	6.50493582618822	9.74334727037831e-08	1.63072472486248e-06
PTK6	NM_005975+NM_001256358	9.52563832025	7.03070684462	0.840122489448	0.398775871333	263	186	35	15	-3.7317776540815	3.43909388569305	9.77107851195249e-08	1.63411576795842e-06
PELP1	NM_014389+NR_046388	9.68092184082	9.29583720229	37.3180005543	27.1254424487	405	378	2381	1568	1.76869972436453	6.27128925505327	9.78154293993958e-08	1.63461613301129e-06
BLMH	NM_000386	7.32211404277	10.4544743302	30.8068408537	34.5481684565	211	292	1355	1372	1.8852365069326	5.72547368219522	1.00367916323827e-07	1.67599096914788e-06
STIM2	NM_001169117+NM_001169118+NM_020860	33.6167079051	31.2290761317	10.6877750579	10.6597118432	1968	1781	958	863	-1.59816843859763	6.80004143712985	1.02399898245751e-07	1.70861767667872e-06
MYBL1	NM_001080416+NM_001144755	5.59032828305	8.77851115408	1.15176537092	0.408203799281	321	487	100	32	-3.1916238447943	4.32756123572742	1.04566983757578e-07	1.74344723300077e-06
GGCT	NM_001199815+NM_024051+NM_001199816+NM_001199817+NR_037669	4.42748743426	2.49065635205	27.7120121881	22.7142736311	57	36	573	424	2.85732248658022	4.11763550927545	1.05053973163524e-07	1.75023279737402e-06
ALDH18A1	NM_002860+NM_001017423	7.81832098516	8.34092939204	26.512632668	26.7489596165	307	318	1589	1450	1.72521197766147	5.91365503389828	1.07620254228774e-07	1.791623334288e-06
NRAS	NM_002524	13.7770763791	11.0532219351	39.4982599496	38.0090526845	697	542	3050	2650	1.64395507045766	6.83673851212935	1.0778337499443e-07	1.79297439391875e-06
GREM2	NM_022469	1.66269935158	3.56119536811	0.0827354670459	0	79	164	6	0	-5.85359930925776	2.47999870243162	1.08565730335132e-07	1.80461652817706e-06
PNPT1	NM_033109	3.60705571285	2.77635805451	12.0537426888	14.915012892	189	141	964	1077	2.07758811425457	5.27341958890055	1.09534471244297e-07	1.81933679458541e-06
NPEPL1+STX16+STX16-NPEPL1	NR_037945+NR_037943+NR_037942+NM_001204868+NM_001134772+NM_001134773+NM_003763+NR_037941+NM_001001433+NM_001204873+NM_001204872+NM_024663	123.632268877	109.684913679	36.3133194337	41.3609761365	5552	5586	2754	3040	-1.49347691058742	8.39679296239428	1.12974824550584e-07	1.87505636346284e-06
BRD1	NM_014577	45.6816360947	61.5403962256	15.4590523429	18.9932604898	2391	3122	1235	1370	-1.63189426294092	7.34752294263099	1.14225383170147e-07	1.89437472088473e-06
REM2	NM_173527	3.17299884226	3.86000189506	0.0620553090646	0	67	79	2	0	-6.56092922023326	1.74818131250518	1.1467075216279e-07	1.90032022997047e-06
GPT2	NM_133443+NM_001142466	0.727132284632	0.975263780659	9.23935821063	5.05317367962	30	39	634	295	3.17279011628856	3.9707154740666	1.14896235000427e-07	1.90261554930684e-06
C9orf64	NM_032307	2.74120243874	2.93836462572	14.9274008315	15.8353527627	77	80	640	613	2.44028710367255	4.50776111499117	1.16723874105639e-07	1.93141811351047e-06
ANXA6	NM_001155+NM_001193544	68.441988965	91.7534984238	25.9870295379	27.1371194887	2326	2794	1348	1182	-1.57409099882007	7.25522605667137	1.1704387405692e-07	1.93524924035913e-06
RSL1D1	NM_015659	43.2393478354	37.270387149	118.775589672	108.795454366	2522	2107	10574	8745	1.50213100279317	8.63028954277652	1.18069308658492e-07	1.95072970310009e-06
EPPK1	NM_031308	10.3100161909	3.30825758859	0.9277322322	0.407606930772	881	274	121	48	-3.34809550796231	4.82744120149559	1.18782375157748e-07	1.96102977854772e-06
ABHD4	NM_022060	10.7373044111	14.2638044711	1.3563747217	2.21518486613	306	394	59	87	-2.8026321354048	4.16541940216913	1.19827908697392e-07	1.97679902168587e-06
ATAD5	NM_024857	2.1156411004	2.48835398914	12.5950654476	7.89081748269	150	171	1363	771	2.1627360290658	5.30244369363812	1.223632134836e-07	2.01710270908346e-06
FLOT2	NM_004475	52.0473004078	61.9467297508	16.9184180649	19.9758530568	1556	1795	772	823	-1.6225404101465	6.63218341489782	1.2248864534904e-07	2.01764993750772e-06
CMSS1	NM_032359+NM_001167924	10.8080259808	3.76621340192	52.8502669249	43.9915968509	153	53	1128	851	2.70085595427409	5.11853046907824	1.24357936866016e-07	2.04689982614304e-06
PAQR4+PKMYT1	NM_152341+NM_182687+NM_001258451+NM_001258450+NM_004203	0.444961880703	1.36903047165	22.3493906503	7.04405482422	17	50	1185	287	3.86463937451597	4.55830813075819	1.25376734809919e-07	2.06211734884735e-06
LINC00341	NR_026779	19.8274527672	27.0502398195	5.63732050214	6.13050121572	636	841	276	271	-1.98646996022604	5.37082467335167	1.26265589532531e-07	2.07517638694525e-06
AKT3+SDCCAG8	NM_006642+NM_181690+NM_005465+NM_001206729	36.3529568612	34.2737894749	15.2843098777	16.2618215875	1799	1921	919	901	-1.58528738234398	6.79199766017956	1.26360889566161e-07	2.0751835279728e-06
CHTF18+GNG13	NM_022092+NM_016541	2.30781525706	1.46977664227	13.7760978687	10.2131533742	81	50	738	494	2.66639438468129	4.44111800969567	1.27209230848869e-07	2.08754833069693e-06
DHCR7	NM_001163817+NM_001360	4.13202911138	4.49900560489	16.5705646048	22.269896637	124	132	760	921	2.16618418482145	4.98090679321403	1.2763800234229e-07	2.09301446869385e-06
HIC1	NM_006497+NM_001098202	0.496006156782	0.451538432108	3.59931603604	9.95593162402	17	15	197	492	3.89063120138411	3.53425110845346	1.29874233531552e-07	2.1280890325863e-06
EZH1	NM_001991	31.8349796783	28.9544733116	10.7142043987	8.20892920119	1680	1481	863	597	-1.67814223327703	6.53466321545602	1.32246789667459e-07	2.16534320656862e-06
TRIP6	NM_003302	4.22104211146	7.56934970772	30.3875674788	28.1132892277	84	146	923	771	2.32126072109216	4.95460560536422	1.33375135534638e-07	2.18218480914002e-06
PROB1	NM_001161546	0	0	1.72100884289	1.43448917407	0	0	97	73	9.15491263611708	1.478144969605	1.3564509453684e-07	2.21766550298459e-06
LMBR1L	NM_018113	38.8362628787	18.2516913601	5.70898253751	5.28731892064	1034	471	232	194	-2.37889445704364	5.32723040518341	1.4028626233843e-07	2.29183120885224e-06
ITGA5	NM_002205	16.2405836721	18.5297680845	5.15730722699	4.34410483195	784	867	380	289	-1.86387720262941	5.55675292072483	1.41824044481664e-07	2.31522460674358e-06
NUP155	NM_004298+NM_153485	7.52019810259	6.4865242501	27.1250239312	20.7714339233	373	311	2059	1418	1.78124067586289	6.08655615654345	1.4692394904723e-07	2.39669007114702e-06
IRGQ	NM_001007561	3.89890356161	4.3601704727	11.7361502702	14.0337491155	429	465	1971	2128	1.64542575038314	6.36787134343452	1.47163169532494e-07	2.39880352721557e-06
MYLIP	NM_013262	60.4317712228	44.4252586657	17.523877029	9.96430732727	2108	1502	933	479	-1.92610191092778	6.67085927516508	1.49230943473023e-07	2.43069760869128e-06
HNRNPM	NM_005968+NM_031203	84.2910663976	75.0072730201	227.970622317	213.559050058	2429	2095	10027	8481	1.47402399779153	8.57647735206518	1.4954099888558e-07	2.43393552873666e-06
TTLL4	NM_014640	6.90777428008	7.2905746184	21.6012903703	22.8248102159	392	401	1871	1785	1.64976381650866	6.19864885896419	1.54309185074755e-07	2.50967540781432e-06
LTB	NM_009588+NM_002341	460.878851373	598.291412087	112.160135773	200.023719661	4438	5590	1648	2670	-1.75535693271931	8.18112073229095	1.54937297763499e-07	2.51801886224112e-06
USP39	NR_046347+NM_001256728+NM_001256727+NM_001256726+NM_001256725+NM_006590	16.3476286547	18.4421212422	57.8497079046	50.0532808724	365	448	2243	1682	1.70944481246154	6.27977453589491	1.56444547004243e-07	2.54062692332429e-06
MRPL18	NM_014161	15.0486107269	24.9160989355	91.3912736259	70.1611247619	167	268	1548	1073	2.02675249082583	5.62885710317566	1.57827453809908e-07	2.56118364398497e-06
CUBN	NM_001081	5.59234641499	6.26455189084	0.18368017862	1.01717422037	758	823	38	190	-3.30938357940041	5.28269818566026	1.58611062631841e-07	2.57199184215829e-06
SESN1	NM_014454+NM_001199934+NM_001199933	12.9013639429	7.44696987148	0.746270688557	1.65958161213	453	269	43	84	-3.04152463179306	4.18226519848835	1.59154515743871e-07	2.57889261622013e-06
ALYREF	NM_005782	18.6992330444	14.8212973311	85.1272410452	53.4598133376	233	179	1619	918	2.05227718356566	5.57158400041614	1.61167314669244e-07	2.60957439555123e-06
MRPL15	NM_014175	1.4094274403	2.23315291548	13.6533388491	15.0486932933	28	43	414	412	2.98314739224244	3.8435765718875	1.61970549005356e-07	2.61944879589161e-06
PREX1	NM_020820	34.0714308246	49.2572607845	10.4612593035	15.0728622086	2567	3597	1203	1565	-1.70081448214593	7.49192406911567	1.62016650095605e-07	2.61944879589161e-06
POLD3	NM_006591+NR_046409+NR_046410	5.89381612216	6.49241833423	38.8211383447	17.4093113028	256	277	2551	1029	2.16910701923537	6.03611452550709	1.62539772416105e-07	2.62441597638614e-06
